Date,ABBY,BARR,BART,BLAN,BONA,CLBJ,CPER,DCFS,DEJU,DELA,DSNY,GRSM,GUAN,HARV,HEAL,JERC,JORN,KONA,KONZ,LAJA,LENO,MLBS,MOAB,NIWO,NOGP,OAES,ONAQ,ORNL,OSBS,PUUM,RMNP,SCBI,SERC,SJER,SOAP,SRER,STEI,STER,TALL,TEAK,TOOL,TREE,UKFS,UNDE,WOOD,WREF,YELL
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,-46.406109993285156,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,-35.010878045935605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-04,,,-80.08119306680572,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121.66905699122053,,,,,,,,,,,,,,,,
2015-04-05,,,-61.83886432808834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,,,,,,,,,,-8.077305571804905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,,,-61.01065249474052,-43.203931335021935,,,,,,-26.646930280822495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,,,,-51.870378119924254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,,,,-32.76241034903157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,,,-130.74961841821533,-25.46323920961863,,,,,,-28.620961441076602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,,,-79.43123620539424,,,,,,,,,,,,,-32.24786713889622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-12,,,,,,,,,,,,,,,,0.80611590828412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,,,,,,,,,,-29.938322054916284,,,,,,-23.08811067331822,,,,,,,,,,-25.519211213454057,,,,,,,,,,,,,,,,,,,,,
2015-04-14,,,-94.42487046986935,-25.87813826721961,,,,,,-28.424152879379132,,,,,,-23.0829679198626,,,,,,,,,,-22.762967864400412,,,,,,,,,,,,,,,,,,,,,
2015-04-15,,,,-42.007636496175365,,,,,,-19.502229090985413,,,,,,-35.74703873545267,,,,,,,,,,,,,,,-136.2907761018561,,,,,,,,,,,,,,,,
2015-04-16,,,,,,,,,,-19.455511851660074,,,,,,-13.013104647178812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,,,,-20.39211308300242,,,,,,-21.12471193397448,,,,,,-0.6306899165682189,,,,,,,,,,-23.853712229190055,,,,,-148.4368466640931,,,,,,,,,,,,,,,,
2015-04-18,,,-97.3399484078952,,,,,,,,,,,,,-15.114234395252042,,,,,,,,,,,,,,,-107.42557886265898,,,,,,,,,,,,,,,,
2015-04-19,,,,-25.749652919510336,,,,,,-15.349121873186814,,,,,,-15.10703437182588,,,,,,,,,,,,,,,-117.72847732285992,,,,,,,,,,,,,,,,
2015-04-20,,,-96.62512819949822,-30.086514238138946,,,,,,,,,,,,-0.6090919768925005,,,,,,,,,,,,,,,-126.50069845231022,,,,,,,,,,,,,,,,
2015-04-21,,,-76.54642790325791,-48.73447387465043,,,,,,,,,,,,,,,,,,,,,,-23.237751513778086,,,,,-134.16670158945055,,,,,,,,,,,,,,,,
2015-04-22,,,-44.94047768507636,-26.09524122519676,,,,,,,,,,,,,,,,,,,,,,-44.74158057667334,,,,,,,,,,,,,,,,,,,,,
2015-04-23,,,-76.6841512124531,-52.306637086364944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,-40.026404101679944,,,,,,,,,,,,,,,,,,,,,
2015-04-25,,,,-19.733460019707803,,,,,,-15.09936777009047,,,,,,-26.35002296186341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-26,,,,-21.292230310757176,,,,,,,,,,,,-12.93110850054766,,,,,,,,,,-57.51956602464357,,,,,-104.31362095027396,,,,,,,,,,,,,,,,
